Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
1408,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,de Bundesliga,21.0,2004,24,20,1731,19.2,2,2,4,2,0,0,0,0,0.21,13,6,46.2,0.68,0.31,0.15,0.33,0,0,9,9,25,2,0,0,0,6,0,,,,,,,,,,,,,,
1409,Jamaal Lascelles,eng ENG,DF,Newcastle United,eng Premier League,32.0,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,1,0,0.0,4.29,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1410,Toni Lato,es ESP,"DF,MF",Mallorca,es La Liga,28.0,1997,10,6,470,5.2,0,1,1,0,0,0,3,0,0.19,0,0,,0.00,0.00,,,0,0,17,7,5,1,3,0,0,5,0,,,,,,,,,,,,,,
1411,Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,30.0,1995,30,17,1679,18.7,1,0,1,1,0,0,7,1,0.05,14,4,28.6,0.75,0.21,0.07,0.25,0,0,14,23,27,11,7,1,0,27,0,,,,,,,,,,,,,,
1412,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,27.0,1998,34,29,2267,25.2,5,8,13,5,0,0,4,0,0.52,62,21,33.9,2.46,0.83,0.08,0.24,0,0,103,9,7,34,4,0,0,36,0,,,,,,,,,,,,,,
1413,Matteo Lavelli,it ITA,FW,Inter,it Serie A,19.0,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1414,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,22.0,2004,11,3,325,3.6,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.55,0.00,0.00,,0,0,1,4,5,7,0,0,0,7,0,,,,,,,,,,,,,,
1415,Valentino Lazaro,at AUT,MF,Torino,it Serie A,30.0,1996,29,24,2104,23.4,0,2,2,0,0,0,4,0,0.09,7,2,28.6,0.30,0.09,0.00,0.00,0,0,120,25,22,9,4,0,0,36,0,,,,,,,,,,,,,,
1416,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,32.0,1993,20,9,903,10.0,0,0,0,0,0,0,2,0,0.00,4,2,50.0,0.40,0.20,0.00,0.00,0,0,15,7,6,18,2,0,0,9,0,,,,,,,,,,,,,,
1417,Andréa Le Borgne,fr FRA,MF,Como,it Serie A,19.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1418,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,23.0,2002,28,22,1893,21.0,2,2,4,2,0,0,0,0,0.19,17,7,41.2,0.81,0.33,0.12,0.29,0,0,81,28,17,7,0,0,0,8,0,,,,,,,,,,,,,,
1419,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28.0,1997,5,3,328,3.6,1,0,1,1,0,0,1,0,0.27,5,2,40.0,1.37,0.55,0.20,0.50,0,0,0,5,3,4,1,0,0,2,0,,,,,,,,,,,,,,
1420,Enzo Le Fée,fr FRA,"MF,FW",Sunderland,eng Premier League,26.0,2000,32,29,2571,28.6,4,5,9,1,3,4,5,0,0.21,29,9,31.0,1.02,0.32,0.03,0.11,3,4,82,48,26,33,5,0,0,28,0,,,,,,,,,,,,,,
1421,Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19.0,2006,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
1422,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,29.0,1996,24,15,1487,16.5,1,1,2,1,0,0,3,0,0.12,3,1,33.3,0.18,0.06,0.33,1.00,0,0,3,14,11,14,3,0,0,15,0,,,,,,,,,,,,,,
1423,Nicola Leali,it ITA,GK,Genoa,it Serie A,33.0,1993,21,20,1757,19.5,0,0,0,0,0,0,2,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,2,2,1,0,2,0,27,1.38,80,55,68.8,4,8,8,4,20.0,2,2,0,0
1424,Rafael Leão,pt POR,FW,Milan,it Serie A,26.0,1999,26,21,1713,19.0,9,3,12,7,2,2,4,0,0.53,59,23,39.0,3.10,1.21,0.12,0.30,2,2,17,2,4,33,4,0,0,18,0,,,,,,,,,,,,,,
1425,Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32.0,1993,20,18,1610,17.9,1,2,3,1,0,0,7,1,0.17,25,6,24.0,1.40,0.34,0.04,0.17,0,0,12,31,16,21,7,1,1,26,0,,,,,,,,,,,,,,
1426,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32.0,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,4,0,0.0,2.00,0.00,0.00,,0,0,5,4,0,5,0,0,0,2,0,,,,,,,,,,,,,,
1427,Jordan Lefort,mr MTN,DF,Angers,fr Ligue 1,32.0,1993,31,31,2790,31.0,0,2,2,0,0,0,2,0,0.06,10,2,20.0,0.32,0.06,0.00,0.00,0,0,20,29,41,18,2,0,0,20,0,,,,,,,,,,,,,,
1428,Alexander Legendre,ec ECU,MF,Rennes,fr Ligue 1,18.0,2008,6,0,45,0.5,0,0,0,0,0,0,0,0,0.00,1,0,0.0,2.00,0.00,0.00,,0,0,3,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
1429,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,27.0,1999,20,20,1693,18.8,0,0,0,0,0,0,3,0,0.00,10,1,10.0,0.53,0.05,0.00,0.00,0,0,6,12,38,23,3,0,0,25,1,,,,,,,,,,,,,,
1430,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27.0,1998,3,2,162,1.8,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.56,0.00,0.00,,0,0,2,1,5,1,0,0,0,2,0,,,,,,,,,,,,,,
1431,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34.0,1991,32,32,2870,31.9,1,1,2,1,0,0,6,0,0.06,45,14,31.1,1.41,0.44,0.02,0.07,0,0,8,39,43,12,6,0,0,46,0,,,,,,,,,,,,,,
1432,Youssef Lekhedim,es ESP,"DF,MF",Alavés,es La Liga,20.0,2005,23,13,1266,14.1,0,1,1,0,0,0,6,0,0.07,10,2,20.0,0.71,0.14,0.00,0.00,0,0,60,8,12,12,6,0,0,22,0,,,,,,,,,,,,,,
1433,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,32.0,1993,10,8,569,6.3,0,0,0,0,0,0,2,2,0.00,3,1,33.3,0.47,0.16,0.00,0.00,0,0,19,10,4,0,2,2,0,11,0,,,,,,,,,,,,,,
1434,Thomas Lemar,fr FRA,MF,Girona,es La Liga,30.0,1995,23,13,1134,12.6,3,1,4,3,0,0,2,0,0.32,16,8,50.0,1.27,0.63,0.19,0.38,0,0,45,11,3,20,2,0,0,18,0,,,,,,,,,,,,,,
1435,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22.0,2003,11,7,555,6.2,0,2,2,0,0,0,1,0,0.32,10,2,20.0,1.62,0.32,0.00,0.00,0,0,15,6,3,6,1,0,0,9,0,,,,,,,,,,,,,,
1436,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,24.0,2002,26,21,1749,19.4,8,2,10,7,1,1,1,0,0.46,47,19,40.4,2.42,0.98,0.15,0.37,1,1,26,15,6,15,1,0,0,54,0,,,,,,,,,,,,,,
1437,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,23.0,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1438,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30.0,1995,15,15,1174,13.0,0,1,1,0,0,0,6,1,0.08,3,0,0.0,0.23,0.00,0.00,,0,0,2,7,16,6,6,1,1,18,0,,,,,,,,,,,,,,
1439,Bernd Leno,de GER,GK,Fulham,eng Premier League,34.0,1992,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,6,3,0,0,0,1,46,1.35,128,85,66.4,14,6,14,8,23.5,4,3,0,1
1440,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,33.0,1992,27,27,2280,25.3,0,0,0,0,0,0,0,2,0.00,0,0,,0.00,0.00,,,0,0,0,2,0,7,0,2,0,3,0,34,1.34,121,90,73.6,5,9,13,8,29.6,3,2,1,0
1441,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,26.0,2000,2,2,174,1.9,1,0,1,1,0,0,0,0,0.52,3,1,33.3,1.55,0.52,0.33,1.00,0,0,0,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
1442,Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,26.0,2000,29,28,2249,25.0,17,4,21,14,3,4,2,0,0.72,73,31,42.5,2.92,1.24,0.19,0.45,3,4,14,5,3,15,2,0,0,23,0,,,,,,,,,,,,,,
1443,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,23.0,2002,25,21,1993,22.1,0,1,1,0,0,0,4,0,0.05,20,5,25.0,0.90,0.23,0.00,0.00,0,0,67,45,23,44,4,0,0,26,0,,,,,,,,,,,,,,
1444,Mehdi Léris,dz ALG,MF,Pisa,it Serie A,27.0,1998,30,17,1635,18.2,1,3,4,1,0,0,2,0,0.22,23,6,26.1,1.27,0.33,0.04,0.17,0,0,86,28,16,20,2,0,0,25,0,,,,,,,,,,,,,,
1445,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,31.0,1994,26,15,1435,15.9,0,2,2,0,0,0,6,0,0.13,18,7,38.9,1.13,0.44,0.00,0.00,0,0,11,14,18,19,6,0,0,20,1,,,,,,,,,,,,,,
1446,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,20.0,2006,21,16,1410,15.7,1,1,2,1,0,0,2,0,0.13,14,3,21.4,0.89,0.19,0.07,0.33,0,0,30,19,5,13,2,0,0,11,0,,,,,,,,,,,,,,
1447,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37.0,1988,26,13,1296,14.4,12,2,14,11,1,3,2,0,0.90,57,26,45.6,3.96,1.81,0.19,0.42,1,3,0,3,3,16,2,0,0,11,0,,,,,,,,,,,,,,
1448,Jamie Leweling,de GER,MF,Stuttgart,de Bundesliga,25.0,2001,29,23,2106,23.4,7,7,14,7,0,0,4,0,0.60,43,17,39.5,1.84,0.73,0.16,0.41,0,0,112,11,12,38,4,0,0,15,0,,,,,,,,,,,,,,
1449,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,21.0,2004,10,3,317,3.5,0,1,1,0,0,0,1,0,0.28,2,0,0.0,0.57,0.00,0.00,,0,0,2,4,7,7,1,0,0,4,0,,,,,,,,,,,,,,
1450,Keane Lewis-Potter,eng ENG,"DF,MF",Brentford,eng Premier League,25.0,2001,32,18,1615,17.9,3,2,5,3,0,0,1,0,0.28,26,8,30.8,1.45,0.45,0.12,0.38,0,0,59,11,8,28,1,0,0,15,0,,,,,,,,,,,,,,
1451,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19.0,2006,16,2,421,4.7,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.43,0.00,0.00,,0,0,0,5,3,6,3,0,0,7,0,,,,,,,,,,,,,,
1452,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29.0,1996,17,13,1156,12.8,0,0,0,0,0,0,4,1,0.00,6,1,16.7,0.47,0.08,0.00,0.00,0,0,13,11,12,7,4,1,1,6,0,,,,,,,,,,,,,,
1453,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26.0,1999,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,11,3,27.3,0.85,0.23,0.09,0.33,0,0,4,13,11,5,0,0,0,6,0,,,,,,,,,,,,,,
1454,Pedro Lima,br BRA,MF,Wolves,eng Premier League,19.0,2006,5,1,134,1.5,0,0,0,0,0,0,0,0,0.00,2,0,0.0,1.34,0.00,0.00,,0,0,6,3,2,1,0,0,0,3,0,,,,,,,,,,,,,,
1455,Victor Lindelöf,se SWE,DF,Aston Villa,eng Premier League,31.0,1994,13,7,668,7.4,0,1,1,0,0,0,0,0,0.13,3,0,0.0,0.40,0.00,0.00,,0,0,0,2,4,0,0,0,0,1,0,,,,,,,,,,,,,,
1456,Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,26.0,2000,12,4,378,4.2,0,0,0,0,0,0,2,0,0.00,8,5,62.5,1.90,1.19,0.00,0.00,0,0,7,6,0,4,2,0,0,10,0,,,,,,,,,,,,,,
1457,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20.0,2005,20,8,817,9.1,0,0,0,0,0,0,2,0,0.00,10,2,20.0,1.10,0.22,0.00,0.00,0,0,4,14,11,4,2,0,0,25,0,,,,,,,,,,,,,,
1458,Pol Lirola,es ESP,MF,Hellas Verona,it Serie A,28.0,1997,6,3,305,3.4,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,16,3,2,0,1,0,0,3,0,,,,,,,,,,,,,,
1459,Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,28.0,1997,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,1,2,0,0,0,1,0,,,,,,,,,,,,,,
1460,Adrián Liso,es ESP,"FW,MF",Getafe,es La Liga,21.0,2005,26,19,1576,17.5,3,0,3,3,0,0,5,1,0.17,26,10,38.5,1.48,0.57,0.12,0.30,0,0,39,19,4,39,5,1,1,37,0,,,,,,,,,,,,,,
1461,Joseph Liteta,zm ZAM,MF,Cagliari,it Serie A,20.0,2006,4,4,264,2.9,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,8,0,0,0,0,4,0,,,,,,,,,,,,,,
1462,Valentino Livramento,eng ENG,DF,Newcastle United,eng Premier League,23.0,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0.07,3,0,0.0,0.20,0.00,0.00,,0,0,36,14,2,16,1,0,0,7,0,,,,,,,,,,,,,,
1463,Marin Ljubicic,hr CRO,FW,Union Berlin,de Bundesliga,24.0,2002,2,0,22,0.2,2,0,2,2,0,0,0,0,8.18,2,2,100.0,8.18,8.18,1.00,1.00,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
1464,Javier Llabrés,es ESP,MF,Mallorca,es La Liga,23.0,2002,15,1,174,1.9,0,0,0,0,0,0,0,0,0.00,5,2,40.0,2.59,1.03,0.00,0.00,0,0,9,2,0,3,0,0,0,4,0,,,,,,,,,,,,,,
1465,Diego Llorente,es ESP,DF,Real Betis,es La Liga,32.0,1993,14,10,869,9.7,1,0,1,1,0,0,3,0,0.10,3,2,66.7,0.31,0.21,0.33,0.50,0,0,0,9,23,11,3,0,0,8,0,,,,,,,,,,,,,,
1466,Marcos Llorente,es ESP,DF,Atlético Madrid,es La Liga,31.0,1995,26,22,1923,21.4,0,4,4,0,0,0,5,0,0.19,16,6,37.5,0.75,0.28,0.00,0.00,0,0,38,33,11,10,5,0,0,25,0,,,,,,,,,,,,,,
1467,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30.0,1995,26,25,2128,23.6,1,1,2,1,0,0,2,1,0.08,12,4,33.3,0.51,0.17,0.08,0.25,0,0,1,22,40,17,2,1,0,26,1,,,,,,,,,,,,,,
1468,Giovani Lo Celso,ar ARG,MF,Real Betis,es La Liga,30.0,1996,20,12,1179,13.1,2,3,5,2,0,0,4,0,0.38,28,10,35.7,2.14,0.76,0.07,0.20,0,0,51,11,5,40,4,0,0,8,0,,,,,,,,,,,,,,
1469,Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,25.0,2000,27,26,2272,25.2,3,3,6,3,0,0,8,0,0.24,58,16,27.6,2.30,0.63,0.05,0.19,0,0,24,19,9,47,8,0,0,60,0,,,,,,,,,,,,,,
1470,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,31.0,1994,28,25,2140,23.8,1,1,2,1,0,0,3,0,0.08,8,4,50.0,0.34,0.17,0.13,0.25,0,0,4,13,12,37,3,0,0,13,0,,,,,,,,,,,,,,
1471,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,28.0,1998,32,32,2634,29.3,1,2,3,1,0,1,8,0,0.10,38,11,28.9,1.30,0.38,0.03,0.09,0,1,14,59,34,37,8,0,0,48,0,,,,,,,,,,,,,,
1472,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23.0,2002,20,14,1277,14.2,0,2,2,0,0,0,0,0,0.14,2,1,50.0,0.14,0.07,0.00,0.00,0,0,34,28,9,18,0,0,0,11,0,,,,,,,,,,,,,,
1473,Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,30.0,1996,25,11,1050,11.7,3,1,4,3,0,0,1,0,0.34,29,6,20.7,2.49,0.51,0.10,0.50,0,0,10,7,4,17,1,0,0,22,0,,,,,,,,,,,,,,
1474,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28.0,1997,20,10,960,10.7,2,2,4,2,0,0,2,0,0.37,14,3,21.4,1.31,0.28,0.14,0.67,0,0,51,23,10,17,2,0,0,11,0,,,,,,,,,,,,,,
1475,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,28.0,1997,12,9,795,8.8,2,0,2,2,0,0,0,0,0.23,27,8,29.6,3.06,0.91,0.07,0.25,0,0,21,3,3,8,0,0,0,10,0,,,,,,,,,,,,,,
1476,Ademola Lookman,ng NGA,"FW,MF",Atlético Madrid,es La Liga,28.0,1997,8,5,355,3.9,2,0,2,2,0,0,1,0,0.51,14,3,21.4,3.55,0.76,0.14,0.67,0,0,6,1,1,3,1,0,0,3,0,,,,,,,,,,,,,,
1477,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35.0,1990,30,30,2698,30.0,0,0,0,0,0,0,4,0,0.00,1,0,0.0,0.03,0.00,0.00,,0,0,0,1,1,14,4,0,0,1,0,49,1.63,137,93,67.9,4,7,19,6,20.0,5,5,0,0
1478,David López,es ESP,DF,Girona,es La Liga,36.0,1989,4,2,203,2.3,0,0,0,0,0,0,0,0,0.00,1,1,100.0,0.44,0.44,0.00,0.00,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1479,David López,es ESP,DF,Mallorca,es La Liga,23.0,2003,10,7,675,7.5,0,0,0,0,0,0,2,0,0.00,4,0,0.0,0.53,0.00,0.00,,0,0,0,5,9,3,2,0,0,9,1,,,,,,,,,,,,,,
1480,Diego López,es ESP,"MF,FW",Valencia,es La Liga,23.0,2002,29,16,1447,16.1,3,0,3,3,0,0,2,0,0.19,23,7,30.4,1.43,0.44,0.13,0.43,0,0,31,12,12,30,2,0,0,15,0,,,,,,,,,,,,,,
1481,Fer López,es ESP,MF,Wolves,eng Premier League,21.0,2004,9,2,235,2.6,0,1,1,0,0,0,1,0,0.38,5,1,20.0,1.91,0.38,0.00,0.00,0,0,4,1,0,4,1,0,0,6,0,,,,,,,,,,,,,,
1482,Fer López,es ESP,"MF,FW",Celta Vigo,es La Liga,21.0,2004,12,8,738,8.2,1,0,1,1,0,0,2,0,0.12,9,3,33.3,1.10,0.37,0.11,0.33,0,0,14,5,3,12,2,0,0,17,0,,,,,,,,,,,,,,
1483,Fermin López,es ESP,MF,Barcelona,es La Liga,22.0,2003,27,16,1575,17.5,6,8,14,6,0,0,3,0,0.80,60,21,35.0,3.43,1.20,0.10,0.29,0,0,31,22,6,19,3,0,0,28,0,,,,,,,,,,,,,,
1484,Hugo López,es ESP,MF,Villarreal,es La Liga,19.0,2007,2,1,56,0.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,1,1,0,0,0,0,2,0,,,,,,,,,,,,,,
1485,Javi López,es ESP,DF,Oviedo,es La Liga,24.0,2002,21,17,1464,16.3,0,1,1,0,0,0,3,0,0.06,6,1,16.7,0.37,0.06,0.00,0.00,0,0,48,21,16,26,3,0,0,33,0,,,,,,,,,,,,,,
1486,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,34.0,1992,5,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1487,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,28.0,1997,23,22,1865,20.7,0,3,3,0,0,0,9,0,0.14,10,6,60.0,0.48,0.29,0.00,0.00,0,0,78,17,10,8,9,0,0,27,0,,,,,,,,,,,,,,
1488,Pau López,es ESP,GK,Real Betis,es La Liga,31.0,1994,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,2,1,0,0,0,0,11,1.22,39,29,71.8,4,2,3,2,22.2,1,0,1,0
1489,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30.0,1995,24,17,1397,15.5,0,3,3,0,0,0,7,1,0.19,21,4,19.0,1.35,0.26,0.00,0.00,0,0,52,14,18,13,7,1,1,31,0,,,,,,,,,,,,,,
1490,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,21.0,2005,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1491,Lorran,br BRA,FW,Pisa,it Serie A,19.0,2006,9,0,122,1.4,1,0,1,1,0,0,0,0,0.74,3,1,33.3,2.21,0.74,0.33,1.00,0,0,5,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,
1492,Iker Losada,es ESP,MF,Levante,es La Liga,24.0,2001,19,9,719,8.0,3,1,4,3,0,0,1,0,0.50,13,4,30.8,1.63,0.50,0.23,0.75,0,0,17,8,9,5,1,0,0,5,0,,,,,,,,,,,,,,
1493,Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,22.0,2003,24,13,1241,13.8,3,2,5,3,0,0,1,1,0.36,21,6,28.6,1.52,0.44,0.14,0.50,0,0,41,15,9,11,1,1,0,16,0,,,,,,,,,,,,,,
1494,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,19.0,2007,7,4,383,4.3,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,6,11,0,3,1,0,0,5,1,,,,,,,,,,,,,,
1495,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,28.0,1998,6,1,161,1.8,0,1,1,0,0,0,1,0,0.56,3,1,33.3,1.68,0.56,0.00,0.00,0,0,16,4,4,1,1,0,0,4,0,,,,,,,,,,,,,,
1496,Sandi Lovrić,si SVN,MF,Hellas Verona,it Serie A,28.0,1998,3,1,121,1.3,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.74,0.00,0.00,,0,0,15,3,0,1,0,0,0,1,0,,,,,,,,,,,,,,
1497,Felipe Loyola,cl CHI,MF,Pisa,it Serie A,25.0,2000,9,5,452,5.0,1,0,1,1,0,0,0,0,0.20,8,1,12.5,1.59,0.20,0.13,1.00,0,0,4,5,6,2,0,0,0,7,0,,,,,,,,,,,,,,
1498,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26.0,1999,30,26,2005,22.3,2,1,3,2,0,0,11,1,0.13,16,5,31.3,0.72,0.22,0.13,0.40,0,0,26,17,23,26,11,1,1,60,0,,,,,,,,,,,,,,
1499,Sergio Lozano,es ESP,MF,Levante,es La Liga,27.0,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1500,Lucas,br BRA,"MF,DF",Burnley,eng Premier League,25.0,2001,16,12,1113,12.4,0,0,0,0,0,0,0,1,0.00,11,1,9.1,0.89,0.08,0.00,0.00,0,0,47,19,14,3,0,1,0,11,0,,,,,,,,,,,,,,
1501,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25.0,2000,16,4,408,4.5,1,0,1,1,0,0,1,0,0.22,15,5,33.3,3.31,1.10,0.07,0.20,0,0,0,0,0,12,1,0,0,17,0,,,,,,,,,,,,,,
1502,Lorenzo Lucca,it ITA,FW,Nottingham Forest,eng Premier League,25.0,2000,3,1,121,1.3,1,0,1,1,0,0,0,0,0.74,3,1,33.3,2.23,0.74,0.33,1.00,0,0,0,0,1,2,0,0,0,1,0,,,,,,,,,,,,,,
1503,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27.0,1998,26,23,2017,22.4,1,0,1,1,0,0,4,0,0.04,7,2,28.6,0.31,0.09,0.14,0.50,0,0,1,20,29,17,4,0,0,17,0,,,,,,,,,,,,,,
1504,Oier Luengo,es ESP,DF,Oviedo,es La Liga,28.0,1997,3,3,225,2.5,0,1,1,0,0,0,1,0,0.40,1,0,0.0,0.40,0.00,0.00,,0,0,0,5,2,1,1,0,0,2,0,,,,,,,,,,,,,,
1505,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26.0,1999,27,22,1826,20.3,0,2,2,0,0,0,6,0,0.10,10,1,10.0,0.49,0.05,0.00,0.00,0,0,9,43,33,7,6,0,0,38,0,,,,,,,,,,,,,,
1506,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30.0,1995,29,28,2224,24.7,1,2,3,1,0,0,6,1,0.12,12,3,25.0,0.49,0.12,0.08,0.33,0,0,84,35,20,17,6,1,0,30,0,,,,,,,,,,,,,,
1507,José Luis Morales,es ESP,MF,Levante,es La Liga,38.0,1987,19,1,338,3.8,1,1,2,0,1,1,1,0,0.27,9,4,44.4,2.40,1.07,0.00,0.00,1,1,9,4,3,4,1,0,0,3,0,,,,,,,,,,,,,,
1508,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,27.0,1998,10,6,520,5.8,1,0,1,1,0,0,1,0,0.17,5,3,60.0,0.87,0.52,0.20,0.33,0,0,27,9,5,9,1,0,0,9,0,,,,,,,,,,,,,,
1509,Douglas Luiz,br BRA,MF,Nottingham Forest,eng Premier League,27.0,1998,8,5,315,3.5,0,0,0,0,0,0,2,0,0.00,5,1,20.0,1.43,0.29,0.00,0.00,0,0,15,3,7,5,2,0,0,4,0,,,,,,,,,,,,,,
1510,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,32.0,1993,5,0,44,0.5,1,0,1,1,0,0,1,0,2.05,2,1,50.0,4.09,2.05,0.50,1.00,0,0,0,0,0,0,1,0,0,2,0,,,,,,,,,,,,,,
1511,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,23.0,2002,23,22,1951,21.7,1,0,1,1,0,0,2,0,0.05,8,2,25.0,0.37,0.09,0.13,0.50,0,0,3,11,30,8,2,0,0,10,0,,,,,,,,,,,,,,
1512,Dodi Lukebakio,be BEL,MF,Sevilla,es La Liga,28.0,1997,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,2,1,50.0,1.00,0.50,0.50,1.00,0,0,10,0,1,3,0,0,0,3,0,,,,,,,,,,,,,,
